YYYYMMDD,t1 [days],Ap1 [2 nT],YYYYMMDD,t2 [days],Ap2 [2 nT]
19400504,3047,4,19910505,3047,5
19400505,3048,5,19910506,3048,5
19400506,3049,1,19910507,3049,6
19400507,3050,6,19910508,3050,10
19400508,3051,4,19910509,3051,12
19400509,3052,10,19910510,3052,9
19400510,3053,14,19910511,3053,3
19400511,3054,13,19910512,3054,4
19400512,3055,16,19910513,3055,27
19400513,3056,11,19910514,3056,33
19400514,3057,12,19910515,3057,8
19400515,3058,14,19910516,3058,15
19400516,3059,5,19910517,3059,35
19400517,3060,10,19910518,3060,4
19400518,3061,34,19910519,3061,4
19400519,3062,10,19910520,3062,4
19400520,3063,10,19910521,3063,7
19400521,3064,8,19910522,3064,17
19400522,3065,31,19910523,3065,21
19400523,3066,18,19910524,3066,26
19400524,3067,78,19910525,3067,35
19400525,3068,12,19910526,3068,23
19400526,3069,24,19910527,3069,21
19400527,3070,21,19910528,3070,31
19400528,3071,15,19910529,3071,22
19400529,3072,8,19910530,3072,12
19400530,3073,3,19910531,3073,52
19400531,3074,2,19910601,3074,74
19400601,3075,4,19910602,3075,60
19400602,3076,8,19910603,3076,16
19400603,3077,6,19910604,3077,58
19400604,3078,3,19910605,3078,197
19400605,3079,9,19910606,3079,49
19400606,3080,35,19910607,3080,27
19400607,3081,32,19910608,3081,27
19400608,3082,19,19910609,3082,58
19400609,3083,15,19910610,3083,119
19400610,3084,6,19910611,3084,88
19400611,3085,4,19910612,3085,66
19400612,3086,4,19910613,3086,120
19400613,3087,4,19910614,3087,8
19400614,3088,40,19910615,3088,13
19400615,3089,26,19910616,3089,5
19400616,3090,14,19910617,3090,67
19400617,3091,15,19910618,3091,26
19400618,3092,16,19910619,3092,28
19400619,3093,11,19910620,3093,14
19400620,3094,4,19910621,3094,25
19400621,3095,4,19910622,3095,18
19400622,3096,8,19910623,3096,47
19400623,3097,7,19910624,3097,31
19400624,3098,16,19910625,3098,24
19400625,3099,126,19910626,3099,22
19400626,3100,24,19910627,3100,10
19400627,3101,8,19910628,3101,9
19400628,3102,6,19910629,3102,5
19400629,3103,5,19910630,3103,21
19400630,3104,12,19910701,3104,11
19400701,3105,7,19910702,3105,21
19400702,3106,4,19910703,3106,29
19400703,3107,15,19910704,3107,13
19400704,3108,22,19910705,3108,4
19400705,3109,16,19910706,3109,8
19400706,3110,13,19910707,3110,7
19400707,3111,6,19910708,3111,68
19400708,3112,6,19910709,3112,117
19400709,3113,14,19910710,3113,19
19400710,3114,28,19910711,3114,21
19400711,3115,9,19910712,3115,28
19400712,3116,5,19910713,3116,134
19400713,3117,58,19910714,3117,75
19400714,3118,20,19910715,3118,12
19400715,3119,14,19910716,3119,22
19400716,3120,8,19910717,3120,41
19400717,3121,4,19910718,3121,21
19400718,3122,2,19910719,3122,40
19400719,3123,4,19910720,3123,28
19400720,3124,4,19910721,3124,32
19400721,3125,9,19910722,3125,23
19400722,3126,14,19910723,3126,14
19400723,3127,6,19910724,3127,7
19400724,3128,10,19910725,3128,11
19400725,3129,9,19910726,3129,5
19400726,3130,5,19910727,3130,8
19400727,3131,3,19910728,3131,6
19400728,3132,6,19910729,3132,6
19400729,3133,9,19910730,3133,8
19400730,3134,18,19910731,3134,6
19400731,3135,16,19910801,3135,36
19400801,3136,10,19910802,3136,52
19400802,3137,12,19910803,3137,42
19400803,3138,35,19910804,3138,44
19400804,3139,9,19910805,3139,32
19400805,3140,11,19910806,3140,32
19400806,3141,17,19910807,3141,16
19400807,3142,14,19910808,3142,11
19400808,3143,10,19910809,3143,15
19400809,3144,38,19910810,3144,8
19400810,3145,8,19910811,3145,24
19400811,3146,17,19910812,3146,64
19400812,3147,10,19910813,3147,8
19400813,3148,7,19910814,3148,19
19400814,3149,8,19910815,3149,36
19400815,3150,3,19910816,3150,19
19400816,3151,3,19910817,3151,21
19400817,3152,3,19910818,3152,26
19400818,3153,12,19910819,3153,74
19400819,3154,9,19910820,3154,67
19400820,3155,11,19910821,3155,41
19400821,3156,6,19910822,3156,48
19400822,3157,9,19910823,3157,13
19400823,3158,5,19910824,3158,11
19400824,3159,2,19910825,3159,10
19400825,3160,4,19910826,3160,9
19400826,3161,19,19910827,3161,37
19400827,3162,13,19910828,3162,16
19400828,3163,10,19910829,3163,14
19400829,3164,9,19910830,3164,40
19400830,3165,4,19910831,3165,51
19400831,3166,7,19910901,3166,47
19400901,3167,22,19910902,3167,28
19400902,3168,10,19910903,3168,16
19400903,3169,22,19910904,3169,12
19400904,3170,16,19910905,3170,21
19400905,3171,11,19910906,3171,14
19400906,3172,8,19910907,3172,15
19400907,3173,30,19910908,3173,22
19400908,3174,15,19910909,3174,49
19400909,3175,17,19910910,3175,37
19400910,3176,2,19910911,3176,22
19400911,3177,3,19910912,3177,9
19400912,3178,4,19910913,3178,13
19400913,3179,3,19910914,3179,26
19400914,3180,15,19910915,3180,9
19400915,3181,12,19910916,3181,7
19400916,3182,12,19910917,3182,5
19400917,3183,3,19910918,3183,6
19400918,3184,3,19910919,3184,10
19400919,3185,3,19910920,3185,9
19400920,3186,10,19910921,3186,5
19400921,3187,13,19910922,3187,7
19400922,3188,8,19910923,3188,4
19400923,3189,2,19910924,3189,7
19400924,3190,4,19910925,3190,50
19400925,3191,22,19910926,3191,37
19400926,3192,44,19910927,3192,48
19400927,3193,45,19910928,3193,40
19400928,3194,42,19910929,3194,18
19400929,3195,10,19910930,3195,24
19400930,3196,8,19911001,3196,54
19401001,3197,40,19911002,3197,67
19401002,3198,13,19911003,3198,19
19401003,3199,19,19911004,3199,35
19401004,3200,10,19911005,3200,15
19401005,3201,8,19911006,3201,23
19401006,3202,12,19911007,3202,33
19401007,3203,61,19911008,3203,41
19401008,3204,49,19911009,3204,14
19401009,3205,8,19911010,3205,30
19401010,3206,7,19911011,3206,13
19401011,3207,8,19911012,3207,6
19401012,3208,10,19911013,3208,7
19401013,3209,3,19911014,3209,8
19401014,3210,2,19911015,3210,5
19401015,3211,14,19911016,3211,5
19401016,3212,10,19911017,3212,7
19401017,3213,5,19911018,3213,11
19401018,3214,12,19911019,3214,12
19401019,3215,17,19911020,3215,22
19401020,3216,9,19911021,3216,28
19401021,3217,16,19911022,3217,23
19401022,3218,16,19911023,3218,22
19401023,3219,2,19911024,3219,23
19401024,3220,2,19911025,3220,38
19401025,3221,13,19911026,3221,32
19401026,3222,28,19911027,3222,50
19401027,3223,16,19911028,3223,98
19401028,3224,13,19911029,3224,128
19401029,3225,6,19911030,3225,34
19401030,3226,5,19911031,3226,59
19401031,3227,7,19911101,3227,109
19401101,3228,12,19911102,3228,41
19401102,3229,6,19911103,3229,17
19401103,3230,13,19911104,3230,38
19401104,3231,24,19911105,3231,27
19401105,3232,16,19911106,3232,19
19401106,3233,8,19911107,3233,12
19401107,3234,10,19911108,3234,98
19401108,3235,4,19911109,3235,119
19401109,3236,12,19911110,3236,22
19401110,3237,2,19911111,3237,21
19401111,3238,2,19911112,3238,10
19401112,3239,22,19911113,3239,13
19401113,3240,49,19911114,3240,18
19401114,3241,16,19911115,3241,30
19401115,3242,12,19911116,3242,25
19401116,3243,16,19911117,3243,22
19401117,3244,14,19911118,3244,30
19401118,3245,6,19911119,3245,56
19401119,3246,7,19911120,3246,18
19401120,3247,8,19911121,3247,65
19401121,3248,23,19911122,3248,57
19401122,3249,35,19911123,3249,33
19401123,3250,25,19911124,3250,14
19401124,3251,6,19911125,3251,11
19401125,3252,36,19911126,3252,8
19401126,3253,26,19911127,3253,7
19401127,3254,10,19911128,3254,10
19401128,3255,6,19911129,3255,16
19401129,3256,38,19911130,3256,13
19401130,3257,16,19911201,3257,10
19401201,3258,13,19911202,3258,18
19401202,3259,25,19911203,3259,13
19401203,3260,17,19911204,3260,15
19401204,3261,13,19911205,3261,9
19401205,3262,9,19911206,3262,5
19401206,3263,5,19911207,3263,6
19401207,3264,2,19911208,3264,8
19401208,3265,1,19911209,3265,10
19401209,3266,12,19911210,3266,15
19401210,3267,11,19911211,3267,14
19401211,3268,8,19911212,3268,13
19401212,3269,11,19911213,3269,15
19401213,3270,12,19911214,3270,17
19401214,3271,18,19911215,3271,7
19401215,3272,13,19911216,3272,20
19401216,3273,11,19911217,3273,35
19401217,3274,7,19911218,3274,12
19401218,3275,6,19911219,3275,13
19401219,3276,5,19911220,3276,10
19401220,3277,44,19911221,3277,27
19401221,3278,32,19911222,3278,6
19401222,3279,22,19911223,3279,14
19401223,3280,17,19911224,3280,10
19401224,3281,10,19911225,3281,7
19401225,3282,15,19911226,3282,9
19401226,3283,12,19911227,3283,36
19401227,3284,12,19911228,3284,23
19401228,3285,14,19911229,3285,29
19401229,3286,21,19911230,3286,16
19401230,3287,34,19911231,3287,9
19401231,3288,22,19920101,3288,12
19410101,3289,16,19920102,3289,22
19410102,3290,7,19920103,3290,16
19410103,3291,6,19920104,3291,16
19410104,3292,8,19920105,3292,13
19410105,3293,4,19920106,3293,13
19410106,3294,20,19920107,3294,8
19410107,3295,12,19920108,3295,16
19410108,3296,9,19920109,3296,7
19410109,3297,15,19920110,3297,14
19410110,3298,10,19920111,3298,26
19410111,3299,11,19920112,3299,22
19410112,3300,7,19920113,3300,27
19410113,3301,7,19920114,3301,21
19410114,3302,4,19920115,3302,18
19410115,3303,6,19920116,3303,27
19410116,3304,9,19920117,3304,10
19410117,3305,42,19920118,3305,7
19410118,3306,32,19920119,3306,6
19410119,3307,23,19920120,3307,14
19410120,3308,13,19920121,3308,7
19410121,3309,6,19920122,3309,7
19410122,3310,8,19920123,3310,4
19410123,3311,22,19920124,3311,4
19410124,3312,34,19920125,3312,5
19410125,3313,26,19920126,3313,7
19410126,3314,23,19920127,3314,23
19410127,3315,19,19920128,3315,14
19410128,3316,13,19920129,3316,15
19410129,3317,6,19920130,3317,22
19410130,3318,13,19920131,3318,15
19410131,3319,5,19920201,3319,29
19410201,3320,5,19920202,3320,56
19410202,3321,7,19920203,3321,92
19410203,3322,23,19920204,3322,27
19410204,3323,10,19920205,3323,7
19410205,3324,16,19920206,3324,7
19410206,3325,24,19920207,3325,17
19410207,3326,30,19920208,3326,49
19410208,3327,19,19920209,3327,79
19410209,3328,16,19920210,3328,25
19410210,3329,11,19920211,3329,7
19410211,3330,6,19920212,3330,11
19410212,3331,5,19920213,3331,10
19410213,3332,27,19920214,3332,10
19410214,3333,26,19920215,3333,4
19410215,3334,28,19920216,3334,4
19410216,3335,14,19920217,3335,16
19410217,3336,20,19920218,3336,14
19410218,3337,8,19920219,3337,13
19410219,3338,7,19920220,3338,63
19410220,3339,12,19920221,3339,69
19410221,3340,35,19920222,3340,27
19410222,3341,41,19920223,3341,16
19410223,3342,36,19920224,3342,28
19410224,3343,23,19920225,3343,55
19410225,3344,19,19920226,3344,65
19410226,3345,15,19920227,3345,61
19410227,3346,4,19920228,3346,7
19410228,3347,10,19920229,3347,44
19410301,3348,207,19920301,3348,16
19410302,3349,35,19920302,3349,12
19410303,3350,26,19920303,3350,11
19410304,3351,40,19920304,3351,13
19410305,3352,37,19920305,3352,12
19410306,3353,18,19920306,3353,8
19410307,3354,16,19920307,3354,10
19410308,3355,14,19920308,3355,11
19410309,3356,14,19920309,3356,25
19410310,3357,9,19920310,3357,17
19410311,3358,14,19920311,3358,20
19410312,3359,11,19920312,3359,12
19410313,3360,14,19920313,3360,6
19410314,3361,79,19920314,3361,4
19410315,3362,23,19920315,3362,9
19410316,3363,7,19920316,3363,13
19410317,3364,6,19920317,3364,25
19410318,3365,7,19920318,3365,17
19410319,3366,24,19920319,3366,4
19410320,3367,33,19920320,3367,4
19410321,3368,33,19920321,3368,23
19410322,3369,40,19920322,3369,17
19410323,3370,21,19920323,3370,26
19410324,3371,11,19920324,3371,23
19410325,3372,9,19920325,3372,16
19410326,3373,4,19920326,3373,12
19410327,3374,2,19920327,3374,11
19410328,3375,59,19920328,3375,10
19410329,3376,42,19920329,3376,18
19410330,3377,85,19920330,3377,12
19410331,3378,76,19920331,3378,14
19410401,3379,7,19920401,3379,13
19410402,3380,11,19920402,3380,7
19410403,3381,14,19920403,3381,32
19410404,3382,6,19920404,3382,12
19410405,3383,6,19920405,3383,15
19410406,3384,9,19920406,3384,24
19410407,3385,14,19920407,3385,19
19410408,3386,10,19920408,3386,20
19410409,3387,18,19920409,3387,6
19410410,3388,27,19920410,3388,5
19410411,3389,23,19920411,3389,3
19410412,3390,19,19920412,3390,4
19410413,3391,7,19920413,3391,7
19410414,3392,4,19920414,3392,6
19410415,3393,6,19920415,3393,10
19410416,3394,12,19920416,3394,5
19410417,3395,7,19920417,3395,4
19410418,3396,17,19920418,3396,19
19410419,3397,39,19920419,3397,17
19410420,3398,13,19920420,3398,18
19410421,3399,10,19920421,3399,9
19410422,3400,6,19920422,3400,12
19410423,3401,4,19920423,3401,8
19410424,3402,63,19920424,3402,13
19410425,3403,42,19920425,3403,11
19410426,3404,18,19920426,3404,8
19410427,3405,4,19920427,3405,5
19410428,3406,17,19920428,3406,10
19410429,3407,14,19920429,3407,7
19410430,3408,3,19920430,3408,10
19410501,3409,7,19920501,3409,15
19410502,3410,6,19920502,3410,12
19410503,3411,6,19920503,3411,9
19410504,3412,13,19920504,3412,12
19410505,3413,6,19920505,3413,5
19410506,3414,8,19920506,3414,5
19410507,3415,5,19920507,3415,13
19410508,3416,7,19920508,3416,29
19410509,3417,11,19920509,3417,39
19410510,3418,10,19920510,3418,179
19410511,3419,5,19920511,3419,70
19410512,3420,6,19920512,3420,11
19410513,3421,9,19920513,3421,21
19410514,3422,6,19920514,3422,4
19410515,3423,7,19920515,3423,5
19410516,3424,16,19920516,3424,4
19410517,3425,25,19920517,3425,3
19410518,3426,9,19920518,3426,16
19410519,3427,5,19920519,3427,14
19410520,3428,4,19920520,3428,8
19410521,3429,19,19920521,3429,8
19410522,3430,31,19920522,3430,50
19410523,3431,23,19920523,3431,15
19410524,3432,19,19920524,3432,8
19410525,3433,16,19920525,3433,10
19410526,3434,11,19920526,3434,8
19410527,3435,6,19920527,3435,11
19410528,3436,9,19920528,3436,13
19410529,3437,10,19920529,3437,19
19410530,3438,8,19920530,3438,14
19410531,3439,11,19920531,3439,8
19410601,3440,9,19920601,3440,8
19410602,3441,2,19920602,3441,5
19410603,3442,3,19920603,3442,6
19410604,3443,3,19920604,3443,4
19410605,3444,4,19920605,3444,6
19410606,3445,6,19920606,3445,5
19410607,3446,4,19920607,3446,12
19410608,3447,4,19920608,3447,46
19410609,3448,8,19920609,3448,17
19410610,3449,31,19920610,3449,20
19410611,3450,22,19920611,3450,26
19410612,3451,10,19920612,3451,40
19410613,3452,39,19920613,3452,12
19410614,3453,18,19920614,3453,6
19410615,3454,22,19920615,3454,10
19410616,3455,4,19920616,3455,4
19410617,3456,18,19920617,3456,5
19410618,3457,14,19920618,3457,27
19410619,3458,8,19920619,3458,12
19410620,3459,22,19920620,3459,7
19410621,3460,11,19920621,3460,9
19410622,3461,9,19920622,3461,10
19410623,3462,5,19920623,3462,13
19410624,3463,8,19920624,3463,22
19410625,3464,5,19920625,3464,14
19410626,3465,9,19920626,3465,8
19410627,3466,10,19920627,3466,11
19410628,3467,7,19920628,3467,15
19410629,3468,7,19920629,3468,38
19410630,3469,5,19920630,3469,37
19410701,3470,8,19920701,3470,19
19410702,3471,8,19920702,3471,16
19410703,3472,8,19920703,3472,5
19410704,3473,26,19920704,3473,4
19410705,3474,222,19920705,3474,9
19410706,3475,42,19920706,3475,5
19410707,3476,54,19920707,3476,4
19410708,3477,14,19920708,3477,5
19410709,3478,13,19920709,3478,4
19410710,3479,21,19920710,3479,6
19410711,3480,7,19920711,3480,4
19410712,3481,9,19920712,3481,15
19410713,3482,4,19920713,3482,23
19410714,3483,4,19920714,3483,12
19410715,3484,5,19920715,3484,6
19410716,3485,11,19920716,3485,12
19410717,3486,8,19920717,3486,5
19410718,3487,6,19920718,3487,5
19410719,3488,6,19920719,3488,4
19410720,3489,9,19920720,3489,8
19410721,3490,38,19920721,3490,11
19410722,3491,18,19920722,3491,34
19410723,3492,15,19920723,3492,16
19410724,3493,9,19920724,3493,7
19410725,3494,9,19920725,3494,11
19410726,3495,3,19920726,3495,4
19410727,3496,3,19920727,3496,7
19410728,3497,4,19920728,3497,17
19410729,3498,4,19920729,3498,5
19410730,3499,4,19920730,3499,9
19410731,3500,6,19920731,3500,10
19410801,3501,8,19920801,3501,9
19410802,3502,37,19920802,3502,5
19410803,3503,12,19920803,3503,4
19410804,3504,110,19920804,3504,15
19410805,3505,24,19920805,3505,35
19410806,3506,23,19920806,3506,16
19410807,3507,16,19920807,3507,26
19410808,3508,5,19920808,3508,16
19410809,3509,3,19920809,3509,12
19410810,3510,2,19920810,3510,7
19410811,3511,8,19920811,3511,13
19410812,3512,6,19920812,3512,6
19410813,3513,7,19920813,3513,11
19410814,3514,6,19920814,3514,15
19410815,3515,3,19920815,3515,8
19410816,3516,3,19920816,3516,8
19410817,3517,3,19920817,3517,4
19410818,3518,5,19920818,3518,6
19410819,3519,17,19920819,3519,9
19410820,3520,4,19920820,3520,26
19410821,3521,8,19920821,3521,20
19410822,3522,4,19920822,3522,39
19410823,3523,3,19920823,3523,73
19410824,3524,8,19920824,3524,10
19410825,3525,9,19920825,3525,5
19410826,3526,21,19920826,3526,11
19410827,3527,59,19920827,3527,14
19410828,3528,24,19920828,3528,5
19410829,3529,32,19920829,3529,16
19410830,3530,25,19920830,3530,6
19410831,3531,11,19920831,3531,4
19410901,3532,16,19920901,3532,2
19410902,3533,14,19920902,3533,23
19410903,3534,5,19920903,3534,48
19410904,3535,4,19920904,3535,33
19410905,3536,3,19920905,3536,28
19410906,3537,3,19920906,3537,17
19410907,3538,20,19920907,3538,22
19410908,3539,8,19920908,3539,18
19410909,3540,10,19920909,3540,84
19410910,3541,6,19920910,3541,88
19410911,3542,8,19920911,3542,33
19410912,3543,4,19920912,3543,5
19410913,3544,24,19920913,3544,5
19410914,3545,24,19920914,3545,8
19410915,3546,26,19920915,3546,10
19410916,3547,20,19920916,3547,12
19410917,3548,10,19920917,3548,93
19410918,3549,232,19920918,3549,31
19410919,3550,176,19920919,3550,13
19410920,3551,36,19920920,3551,9
19410921,3552,30,19920921,3552,7
19410922,3553,4,19920922,3553,17
19410923,3554,14,19920923,3554,9
19410924,3555,27,19920924,3555,4
19410925,3556,22,19920925,3556,11
19410926,3557,4,19920926,3557,8
19410927,3558,12,19920927,3558,4
19410928,3559,8,19920928,3559,16
19410929,3560,18,19920929,3560,62
19410930,3561,12,19920930,3561,35
19411001,3562,5,19921001,3562,26
19411002,3563,6,19921002,3563,9
19411003,3564,4,19921003,3564,6
19411004,3565,4,19921004,3565,7
19411005,3566,6,19921005,3566,5
19411006,3567,5,19921006,3567,10
19411007,3568,4,19921007,3568,8
19411008,3569,10,19921008,3569,8
19411009,3570,6,19921009,3570,26
19411010,3571,6,19921010,3571,10
19411011,3572,42,19921011,3572,24
19411012,3573,24,19921012,3573,34
19411013,3574,10,19921013,3574,23
19411014,3575,11,19921014,3575,25
19411015,3576,15,19921015,3576,35
19411016,3577,15,19921016,3577,22
19411017,3578,5,19921017,3578,16
19411018,3579,5,19921018,3579,12
19411019,3580,11,19921019,3580,16
19411020,3581,6,19921020,3581,12
19411021,3582,4,19921021,3582,6
19411022,3583,33,19921022,3583,9
19411023,3584,13,19921023,3584,5
19411024,3585,14,19921024,3585,3
19411025,3586,6,19921025,3586,7
19411026,3587,9,19921026,3587,14
19411027,3588,6,19921027,3588,31
19411028,3589,6,19921028,3589,19
